2.528018,-0.971587,2.112733,-0.106950,0.761064,3.799968,0.543422,-0.759922,2.115456,1.596831
-1.634558,2.569872,-0.852202,-0.633855,-0.041851,2.331144,-0.946711,-0.159375,2.555998,0.737275
2.370961,1.320870,-2.740578,1.307381,-0.983864,1.831335,-1.883955,1.158751,0.851399,2.117282
-1.694526,1.156829,2.376367,0.977671,-0.523034,0.299646,2.307930,-3.520844,-4.118636,-0.836214
-0.215563,-0.364487,-1.121502,1.059134,1.062637,-0.171355,1.698052,-0.466721,-1.020349,1.986050
2.245964,0.510365,-0.776264,3.898088,-2.374936,0.340975,-0.322625,1.608192,-2.194985,-1.745331
-1.511435,-2.202049,-0.233041,-0.466022,2.335662,0.582136,2.661848,-5.826811,-3.890563,0.116049
-0.932750,1.319922,-0.475334,1.039506,0.294308,0.067613,0.735436,0.139047,0.524436,3.209343
-2.448207,3.379109,0.725087,-1.436069,-0.744918,0.190674,-1.102965,1.416380,2.874599,-0.577565
2.493494,-0.864962,-2.065730,1.814071,1.342746,3.089870,-1.991019,0.744314,-1.266891,-0.428476
